subjectid;fake_cpr;sex;age;Ethnicity;DODRace;WritingPreference;Installation;Component;Branch;Heightin;weightkg;earlength;footlength;handlength;handbreadth;hipbreadth;chestbreadth;thighcircumference;waistcircumference;anklecircumference;bicepscircumference;calfcircumference;span
2240;030986-4471;Male;24;NA;1;Right hand;Fort Bliss;Army National Guard;Combat Service Support;75;1003,000000000000;68;277;197;88;392;308,000000000000;691,000000000000;1009,000000000000;240,00;366,000000000000;422,000000000000;1862
4588;050589-0265;Male;21;NA;1;Right hand;Fort Bliss;Army National Guard;Combat Service Support;70;999,000000000000;66;267;197;88;374;317,000000000000;709,000000000000;1089,000000000000;247,00;371,000000000000;406,000000000000;1809
5172;040665-4125;Man;45;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;72;1003,000000000000;66;302;204;92;371;307,000000000000;692,000000000000;1066,000000000000;256,00;388,000000000000;420,000000000000;1937
3721;151185-7923;Man;25;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;67;773,000000000000;72;258;187;84;331;278,000000000000;670,000000000000;958,000000000000;247,00;356,000000000000;422,000000000000;1742
534;290391-1453;Male;19;Lumbee;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;72;782,000000000000;60;284;214;94;344;284,000000000000;588,000000000000;813,000000000000;222,00;321,000000000000;378,000000000000;1932
3022;200889-7067;Man;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;74;956,000000000000;61;277;206;88;360;291,000000000000;648,000000000000;868,000000000000;253,00;435,000000000000;425,000000000000;1897
2423;050991-0049;Male;19;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;70;660,000000000000;65;276;187;87;322;261,000000000000;523,000000000000;757,000000000000;230,00;292,000000000000;370,000000000000;1847
5776;300678-8485;Male;32;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;74;1087,000000000000;69;273;203;90;381;328,000000000000;681,000000000000;1108,000000000000;235,00;377,000000000000;432,000000000000;1962
1526;150690-8365;Male;20;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;74;1107,000000000000;67;279;200;94;381;308,000000000000;709,000000000000;1080,000000000000;258,00;411,000000000000;434,000000000000;1913
5709;140684-2659;Male;26;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;68;935,000000000000;66;277;193;88;380;303,000000000000;696,000000000000;1054,000000000000;240,00;350,000000000000;425,000000000000;1860
401;230876-1461;Male;34;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;72;848,000000000000;65;276;196;91;356;301,000000000000;646,000000000000;884,000000000000;224,00;368,000000000000;369,000000000000;1816
3279;231088-6385;Male;22;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;71;963,000000000000;74;280;196;91;366;291,000000000000;668,000000000000;1007,000000000000;245,00;384,000000000000;411,000000000000;1828
4780;230691-2857;Male;19;NA;1;Left hand;Fort Bliss;Regular Army;Combat Service Support;68;646,000000000000;62;267;192;88;318;276,000000000000;543,000000000000;746,000000000000;220,00;310,000000000000;367,000000000000;1763
3929;300190-4547;Male;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;74;1026,000000000000;68;280;200;82;403;294,000000000000;727,000000000000;1071,000000000000;222,00;363,000000000000;413,000000000000;1883
34;130987-6221;Man;23;Puerto Rican;3;Right hand;Fort Bliss;Regular Army;Combat Arms;71;884,000000000000;61;274;192;90;349;290,000000000000;678,000000000000;982,000000000000;235,00;364,000000000000;436,000000000000;1798
3728;230189-6987;Male;22;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;67;674,000000000000;58;259;188;86;307;289,000000000000;564,000000000000;795,000000000000;206,00;326,000000000000;372,000000000000;1844
5722;090887-0543;Male;23;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;67;823,000000000000;65;259;174;83;359;293,000000000000;644,000000000000;961,000000000000;234,00;365,000000000000;395,000000000000;1763
2046;180684-4215;Male;26;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;71;730,000000000000;58;274;191;86;338;271,000000000000;568,000000000000;830,000000000000;213,00;327,000000000000;356,000000000000;1852
3288;010279-5689;Male;32;Mexican;3;Right hand;Fort Bliss;Regular Army;Combat Arms;68;889,000000000000;66;277;195;89;358;307,000000000000;628,000000000000;988,000000000000;233,00;372,000000000000;411,000000000000;1749
2751;070490-7065;Man;20;Honduran;3;Right hand;Fort Bliss;Regular Army;Combat Arms;66;771,000000000000;63;261;188;87;339;282,000000000000;610,000000000000;897,000000000000;230,00;344,000000000000;372,000000000000;1789
877;280389-9871;Male;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;70;699,000000000000;59;269;184;86;312;283,000000000000;535,000000000000;790,000000000000;238,00;306,000000000000;386,000000000000;1746
2374;300790-0831;Male;20;NA;1;Left hand;Fort Bliss;Regular Army;Combat Arms;76;831,000000000000;62;294;206;92;344;287,000000000000;595,000000000000;855,000000000000;242,00;326,000000000000;394,000000000000;1946
5332;300984-0879;Man;26;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;75;1163,000000000000;68;290;205;101;393;312,000000000000;722,000000000000;1116,000000000000;252,00;405,000000000000;412,000000000000;1946
3984;131087-2869;Male;23;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;72;986,000000000000;64;284;195;91;359;297,000000000000;677,000000000000;1077,000000000000;232,00;368,000000000000;401,000000000000;1888
1302;141184-2625;Man;26;NA;2;Right hand;Fort Bliss;Regular Army;Combat Arms;77;1325,000000000000;66;285;205;89;401;312,000000000000;829,000000000000;1185,000000000000;243,00;443,000000000000;438,000000000000;2023
3755;170590-9873;Male;20;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;74;1048,000000000000;69;283;201;94;392;313,000000000000;668,000000000000;1055,000000000000;244,00;374,000000000000;413,000000000000;1942
4178;070190-1137;Male;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;69;824,000000000000;58;272;188;86;348;263,000000000000;616,000000000000;961,000000000000;232,00;353,000000000000;403,000000000000;1798
571;270190-5823;Man;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;68;650,000000000000;63;268;191;86;322;273,000000000000;531,000000000000;782,000000000000;214,00;331,000000000000;342,000000000000;1832
4866;300490-8877;Man;20;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;75;961,000000000000;58;289;214;99;372;314,000000000000;633,000000000000;1008,000000000000;246,00;356,000000000000;394,000000000000;1957
855;121282-8549;Male;28;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;72;979,000000000000;63;282;197;88;382;306,000000000000;702,000000000000;961,000000000000;251,00;395,000000000000;433,000000000000;1932
6028;270192-9343;Male;19;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;67;540,000000000000;60;254;184;84;296;257,000000000000;492,000000000000;687,000000000000;207,00;288,000000000000;342,000000000000;1736
4688;050190-9043;Man;21;Laotian;4;Right hand;Fort Bliss;Regular Army;Combat Arms;66;608,000000000000;67;253;186;78;290;286,000000000000;544,000000000000;763,000000000000;210,00;330,000000000000;348,000000000000;1777
5101;130686-5633;Man;24;Mexican;3;Right hand;Fort Bliss;Regular Army;Combat Arms;69;739,000000000000;66;263;182;85;330;276,000000000000;574,000000000000;887,000000000000;217,00;362,000000000000;350,000000000000;1770
5104;130689-0427;Male;21;Arab or Middle Eastern;1;Right hand;Fort Bliss;Regular Army;Combat Arms;73;1044,000000000000;70;284;199;93;382;312,000000000000;687,000000000000;1018,000000000000;250,00;389,000000000000;444,000000000000;1866
1882;180485-7659;Male;25;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;63;393,000000000000;53;216;174;79;264;231,000000000000;412,000000000000;648,000000000000;156,00;250,000000000000;266,000000000000;1559
2206;210789-4289;Man;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;71;897,000000000000;64;272;199;91;366;315,000000000000;636,000000000000;987,000000000000;224,00;373,000000000000;384,000000000000;1917
68;090385-8345;Male;25;NA;2;Right hand;Fort Bliss;Regular Army;Combat Arms;73;1258,000000000000;61;303;217;102;410;317,000000000000;812,000000000000;1113,000000000000;271,00;421,000000000000;512,000000000000;1970
4618;150791-1789;Male;19;NA;2;Right hand;Fort Bliss;Regular Army;Combat Arms;74;816,000000000000;66;280;201;92;336;290,000000000000;625,000000000000;809,000000000000;237,00;354,000000000000;373,000000000000;1986
5310;080690-5961;Man;20;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;70;734,000000000000;57;267;189;85;326;288,000000000000;591,000000000000;846,000000000000;222,00;331,000000000000;356,000000000000;1787
173;030374-3617;Male;36;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;66;875,000000000000;64;264;189;88;340;307,000000000000;594,000000000000;1008,000000000000;233,00;350,000000000000;386,000000000000;1756
391;230287-2832;Female;23;NA;2;Right hand;Fort Bliss;Regular Army;Combat Service Support;64;726,000000000000;55;243;180;83;364;283,000000000000;659,000000000000;936,000000000000;219,00;333,000000000000;383,000000000000;1663
2350;180565-4192;Female;45;Cherokee;1;Left hand;Fort Bliss;Regular Army;Combat Arms;67;631,000000000000;60;249;190;80;340;258,000000000000;595,000000000000;758,000000000000;237,00;306,000000000000;403,000000000000;1688
505;260687-4318;Female;23;NA;2;Right hand;Fort Bliss;Regular Army;Combat Support;63;631,000000000000;58;246;180;72;329;263,000000000000;625,000000000000;888,000000000000;207,00;289,000000000000;357,000000000000;1656
4475;120886-9384;Female;24;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;64;660,000000000000;58;248;180;80;366;294,000000000000;606,000000000000;941,000000000000;218,00;320,000000000000;356,000000000000;1665
3983;090788-6178;Female;22;NA;2;Right hand;Fort Bliss;Regular Army;Combat Service Support;66;789,000000000000;57;268;196;80;391;275,000000000000;715,000000000000;812,000000000000;228,00;302,000000000000;411,000000000000;1802
2289;140192-5977;Male;19;Salvadoran Venezuelan;3;Right hand;Fort Bliss;Regular Army;Combat Arms;73;753,000000000000;68;276;203;89;346;288,000000000000;583,000000000000;846,000000000000;220,00;319,000000000000;373,000000000000;1915
3444;221092-6111;Male;18;NA;1;Left hand;Fort Bliss;Regular Army;Combat Arms;73;819,000000000000;64;278;195;87;357;278,000000000000;609,000000000000;880,000000000000;234,00;373,000000000000;398,000000000000;1884
3553;070189-5681;Male;22;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;70;852,000000000000;67;267;189;84;355;291,000000000000;646,000000000000;950,000000000000;217,00;361,000000000000;368,000000000000;1797
935;110890-0015;Male;20;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;72;655,000000000000;68;269;193;86;321;267,000000000000;541,000000000000;762,000000000000;222,00;300,000000000000;373,000000000000;1855
1316;190787-7377;Male;23;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;69;997,000000000000;72;280;200;94;366;304,000000000000;695,000000000000;956,000000000000;256,00;415,000000000000;441,000000000000;1767
5176;030592-4505;Male;18;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;73;861,000000000000;69;276;193;88;343;287,000000000000;629,000000000000;869,000000000000;245,00;344,000000000000;411,000000000000;1843
4920;280990-2763;Male;20;Mexican;3;Right hand;Fort Bliss;Regular Army;Combat Arms;68;593,000000000000;62;264;194;86;322;279,000000000000;508,000000000000;755,000000000000;203,00;292,000000000000;330,000000000000;1778
3936;011189-2509;Man;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;72;1019,000000000000;63;274;185;87;381;333,000000000000;674,000000000000;1054,000000000000;239,00;383,000000000000;414,000000000000;1826
2878;040690-7893;Male;20;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;71;795,000000000000;65;276;184;85;343;291,000000000000;621,000000000000;847,000000000000;242,00;354,000000000000;404,000000000000;1772
2408;020889-4413;Man;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;72;709,000000000000;61;265;193;92;339;250,000000000000;565,000000000000;775,000000000000;219,00;337,000000000000;367,000000000000;1808
2438;150891-9243;Man;19;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;71;783,000000000000;66;269;182;80;354;296,000000000000;602,000000000000;796,000000000000;218,00;351,000000000000;386,000000000000;1838
90;140292-6701;Male;19;Caribbean Islander East/Asian Indian;1;Right hand;Fort Bliss;Regular Army;Combat Arms;69;727,000000000000;64;258;187;81;331;272,000000000000;597,000000000000;803,000000000000;215,00;336,000000000000;363,000000000000;1799
2836;091087-7287;Male;23;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;73;867,000000000000;60;290;202;90;349;287,000000000000;618,000000000000;898,000000000000;233,00;341,000000000000;412,000000000000;1934
1623;041189-4243;Male;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;74;991,000000000000;70;290;204;89;368;293,000000000000;675,000000000000;1056,000000000000;237,00;385,000000000000;414,000000000000;1943
1514;010291-8551;Male;20;Puerto Rican;1;Right hand;Fort Bliss;Regular Army;Combat Arms;71;828,000000000000;66;276;196;93;343;293,000000000000;594,000000000000;878,000000000000;240,00;365,000000000000;368,000000000000;1858
4473;251092-8561;Male;18;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;72;840,000000000000;74;284;211;95;341;298,000000000000;615,000000000000;902,000000000000;238,00;362,000000000000;399,000000000000;1873
2600;150191-1829;Man;20;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;68;823,000000000000;61;268;184;84;355;300,000000000000;665,000000000000;883,000000000000;227,00;331,000000000000;389,000000000000;1818
6088;270488-3463;Male;22;Mexican;3;Right hand;Fort Bliss;Regular Army;Combat Arms;65;708,000000000000;70;277;187;85;329;275,000000000000;564,000000000000;866,000000000000;223,00;330,000000000000;364,000000000000;1769
1689;190392-2829;Male;18;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;72;670,000000000000;65;251;184;78;307;261,000000000000;540,000000000000;757,000000000000;214,00;332,000000000000;337,000000000000;1727
3510;291076-9679;Male;34;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;71;703,000000000000;55;256;195;87;322;279,000000000000;570,000000000000;853,000000000000;203,00;320,000000000000;348,000000000000;1806
5085;290388-7247;Male;22;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;68;902,000000000000;70;272;187;88;353;295,000000000000;676,000000000000;1025,000000000000;239,00;377,000000000000;410,000000000000;1749
1954;310786-9295;Male;24;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;67;600,000000000000;66;251;182;83;319;264,000000000000;546,000000000000;813,000000000000;203,00;299,000000000000;326,000000000000;1757
3387;040978-2337;Man;32;Cuban;3;Right hand;Fort Bliss;Regular Army;Combat Service Support;69;910,000000000000;75;265;191;92;369;302,000000000000;671,000000000000;1015,000000000000;230,00;373,000000000000;416,000000000000;1777
4142;150386-7655;Man;24;Cambodian;4;Left hand;Fort Bliss;Regular Army;Combat Service Support;70;912,000000000000;67;284;198;94;367;312,000000000000;645,000000000000;998,000000000000;231,00;371,000000000000;433,000000000000;1842
6167;200183-6753;Man;28;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;64;837,000000000000;67;251;181;81;354;291,000000000000;659,000000000000;1064,000000000000;214,00;372,000000000000;399,000000000000;1624
1511;250679-5199;Male;31;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;71;820,000000000000;59;258;178;81;364;266,000000000000;636,000000000000;971,000000000000;228,00;327,000000000000;382,000000000000;1815
773;021078-3099;Man;32;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;73;1155,000000000000;68;277;213;94;379;336,000000000000;719,000000000000;1136,000000000000;234,00;400,000000000000;454,000000000000;1906
3524;301081-0197;Man;29;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;69;579,000000000000;62;266;194;87;319;268,000000000000;491,000000000000;731,000000000000;212,00;279,000000000000;347,000000000000;1828
3375;240792-9773;Male;18;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;68;935,000000000000;65;270;199;91;391;297,000000000000;702,000000000000;969,000000000000;244,00;387,000000000000;415,000000000000;1832
3650;180880-4159;Male;30;Caribbean Islander;2;Right hand;Fort Bliss;Regular Army;Combat Arms;71;864,000000000000;65;276;204;90;316;284,000000000000;634,000000000000;879,000000000000;218,00;393,000000000000;382,000000000000;1886
5465;050486-1113;Man;24;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;66;558,000000000000;57;245;183;83;303;275,000000000000;497,000000000000;753,000000000000;204,00;278,000000000000;337,000000000000;1700
40;250480-6605;Man;30;Shawnee;1;Right hand;Fort Bliss;Regular Army;Combat Arms;73;985,000000000000;67;277;195;96;372;306,000000000000;661,000000000000;964,000000000000;231,00;386,000000000000;408,000000000000;1930
41;130790-3497;Male;20;Mexican;3;Right hand;Fort Bliss;Regular Army;Combat Service Support;68;972,000000000000;67;268;206;95;350;328,000000000000;683,000000000000;1020,000000000000;247,00;389,000000000000;424,000000000000;1813
4239;150388-1113;Man;22;NA;2;Right hand;Fort Bliss;Regular Army;Combat Service Support;72;934,000000000000;63;280;202;92;334;288,000000000000;661,000000000000;882,000000000000;245,00;367,000000000000;423,000000000000;1922
113;230591-6221;Male;19;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;65;857,000000000000;61;254;184;89;383;295,000000000000;701,000000000000;1005,000000000000;245,00;357,000000000000;416,000000000000;1693
3890;070982-3669;Male;28;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;74;856,000000000000;68;272;186;88;361;304,000000000000;691,000000000000;938,000000000000;216,00;317,000000000000;383,000000000000;1903
4651;051290-6855;Male;20;NA;2;Right hand;Fort Bliss;Regular Army;Combat Service Support;70;634,000000000000;65;287;215;80;307;254,000000000000;550,000000000000;757,000000000000;207,00;265,000000000000;342,000000000000;1909
5063;281286-4751;Man;24;NA;1;Left hand;Fort Bliss;Regular Army;Combat Arms;73;883,000000000000;61;266;189;88;359;298,000000000000;600,000000000000;1016,000000000000;222,00;370,000000000000;394,000000000000;1798
2255;120688-7481;Male;22;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;71;591,000000000000;61;272;188;84;333;256,000000000000;499,000000000000;743,000000000000;205,00;274,000000000000;324,000000000000;1778
3158;200176-7697;Male;35;Argentine Mexican;3;Right hand;Fort Bliss;Regular Army;Combat Arms;69;958,000000000000;67;256;177;88;331;312,000000000000;655,000000000000;971,000000000000;223,00;430,000000000000;387,000000000000;1796
5540;190389-7007;Male;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;67;698,000000000000;62;264;194;88;328;288,000000000000;569,000000000000;842,000000000000;230,00;324,000000000000;366,000000000000;1865
2690;130474-0279;Male;36;NA;1;Left hand;Fort Bliss;Regular Army;Combat Arms;69;742,000000000000;63;264;188;89;334;288,000000000000;588,000000000000;902,000000000000;214,00;332,000000000000;377,000000000000;1787
5770;260782-0787;Male;28;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;69;799,000000000000;62;264;184;89;345;288,000000000000;613,000000000000;902,000000000000;220,00;361,000000000000;392,000000000000;1794
5441;071283-5723;Male;27;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;71;1099,000000000000;70;277;190;86;393;306,000000000000;704,000000000000;1229,000000000000;237,00;391,000000000000;410,000000000000;1832
4527;221179-7751;Man;31;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;68;873,000000000000;73;275;178;85;346;294,000000000000;603,000000000000;997,000000000000;241,00;355,000000000000;402,000000000000;1743
794;120579-6759;Male;31;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;68;658,000000000000;55;270;186;87;333;275,000000000000;530,000000000000;846,000000000000;212,00;316,000000000000;343,000000000000;1784
4111;051182-8979;Male;28;NA;2;Right hand;Fort Bliss;Regular Army;Combat Service Support;69;983,000000000000;63;265;201;96;355;291,000000000000;716,000000000000;908,000000000000;230,00;441,000000000000;402,000000000000;1864
5860;040584-3277;Man;26;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;70;638,000000000000;64;269;190;89;335;288,000000000000;557,000000000000;778,000000000000;216,00;314,000000000000;353,000000000000;1771
4612;170374-6219;Male;36;Belizean;2;Right hand;Fort Bliss;Regular Army;Combat Arms;72;1298,000000000000;63;293;205;98;393;310,000000000000;753,000000000000;1356,000000000000;263,00;427,000000000000;467,000000000000;1990
5308;210988-5897;Male;22;NA;1;Left hand;Fort Bliss;Regular Army;Combat Arms;67;746,000000000000;63;268;187;86;329;274,000000000000;598,000000000000;909,000000000000;230,00;347,000000000000;400,000000000000;1727
3159;201287-3779;Male;23;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;70;804,000000000000;61;264;191;88;351;296,000000000000;624,000000000000;877,000000000000;216,00;373,000000000000;361,000000000000;1779
2705;160272-5169;Male;39;Cherokee Iroquois;1;Left hand;Fort Bliss;Regular Army;Combat Arms;70;773,000000000000;62;256;185;87;319;278,000000000000;610,000000000000;836,000000000000;242,00;349,000000000000;412,000000000000;1731
1830;150489-3103;Man;21;Mexican;3;Right hand;Fort Bliss;Regular Army;Combat Arms;70;980,000000000000;72;281;192;91;354;303,000000000000;653,000000000000;1013,000000000000;242,00;380,000000000000;393,000000000000;1836
1359;200481-9803;Male;29;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;70;796,000000000000;71;284;199;90;332;271,000000000000;575,000000000000;864,000000000000;237,00;320,000000000000;380,000000000000;1868
1581;231286-6289;Male;24;Caribbean Islander;2;Right hand;Fort Bliss;Regular Army;Combat Arms;74;1062,000000000000;58;306;209;94;371;307,000000000000;703,000000000000;1004,000000000000;250,00;421,000000000000;430,000000000000;2033
5134;230974-6921;Male;36;Puerto Rican;3;Right hand;Fort Bliss;Regular Army;Combat Arms;68;790,000000000000;57;271;187;90;331;283,000000000000;647,000000000000;933,000000000000;234,00;346,000000000000;380,000000000000;1754
4778;030978-4033;Male;32;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;76;1001,000000000000;65;297;194;91;376;320,000000000000;694,000000000000;995,000000000000;242,00;365,000000000000;445,000000000000;1906
2579;050978-9445;Male;32;NA;1;Left hand;Fort Bliss;Regular Army;Combat Arms;NA;846,000000000000;66;284;192;87;354;288,000000000000;619,000000000000;911,000000000000;222,00;325,000000000000;388,000000000000;1868
667;290490-3591;Man;20;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;74;741,000000000000;67;277;198;84;352;278,000000000000;579,000000000000;834,000000000000;231,00;315,000000000000;377,000000000000;1887
3435;111087-1415;Male;23;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;66;591,000000000000;65;257;179;81;311;238,000000000000;524,000000000000;766,000000000000;214,00;308,000000000000;360,000000000000;1694
4811;300681-6001;Male;29;NA;1;Left hand;Fort Bliss;Regular Army;Combat Arms;70;822,000000000000;61;255;187;86;327;279,000000000000;602,000000000000;924,000000000000;226,00;358,000000000000;368,000000000000;1794
4611;100589-4853;Man;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;69;643,000000000000;64;251;184;85;313;271,000000000000;559,000000000000;758,000000000000;217,00;316,000000000000;342,000000000000;1741
798;291090-7951;Male;20;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;72;878,000000000000;63;269;189;91;342;301,000000000000;630,000000000000;921,000000000000;236,00;356,000000000000;408,000000000000;1836
2511;170689-4027;Man;21;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;70;799,000000000000;68;268;189;88;355;287,000000000000;637,000000000000;894,000000000000;234,00;360,000000000000;383,000000000000;1799
3652;160685-8567;Male;25;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;66;811,000000000000;62;256;184;83;336;262,000000000000;640,000000000000;880,000000000000;226,00;396,000000000000;378,000000000000;1744
1778;220381-4011;Male;29;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;71;1096,000000000000;71;297;197;88;408;298,000000000000;745,000000000000;1112,000000000000;234,00;404,000000000000;428,000000000000;1855
2889;110391-9027;Man;19;NA;1;Right hand;Fort Bliss;Regular Army;Combat Arms;68;689,000000000000;55;278;192;80;342;286,000000000000;585,000000000000;798,000000000000;230,00;355,000000000000;364,000000000000;1786
5719;200185-1745;Male;26;Mexican;3;Right hand;Fort Bliss;Regular Army;Combat Service Support;70;827,000000000000;71;281;196;88;350;293,000000000000;631,000000000000;900,000000000000;246,00;353,000000000000;408,000000000000;1835
738;140490-1443;Male;20;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;74;883,000000000000;59;282;195;98;351;297,000000000000;649,000000000000;914,000000000000;250,00;350,000000000000;387,000000000000;1917
2522;030381-1961;Male;29;NA;1;Right hand;Fort Bliss;Regular Army;Combat Support;72;898,000000000000;71;277;194;88;355;300,000000000000;614,000000000000;1001,000000000000;234,00;368,000000000000;399,000000000000;1797
2002;281191-0297;Man;19;Mexican;3;Right hand;Fort Bliss;Regular Army;Combat Service Support;67;1128,000000000000;68;273;185;91;412;283,000000000000;764,000000000000;1155,000000000000;257,00;415,000000000000;446,000000000000;1782
4298;080188-0535;Man;23;NA;1;Right hand;Fort Bliss;Regular Army;Combat Support;71;949,000000000000;63;290;200;92;355;314,000000000000;624,000000000000;1049,000000000000;235,00;348,000000000000;406,000000000000;1908
5681;260590-6749;Male;20;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;69;765,000000000000;64;268;190;90;314;289,000000000000;563,000000000000;813,000000000000;227,00;347,000000000000;385,000000000000;1876
5321;011284-8793;Male;26;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;70;1059,000000000000;70;278;184;84;399;312,000000000000;738,000000000000;1113,000000000000;247,00;376,000000000000;416,000000000000;1783
2756;091273-4739;Male;37;NA;1;Left hand;Fort Bliss;Regular Army;Combat Service Support;66;557,000000000000;63;232;177;82;298;271,000000000000;505,000000000000;758,000000000000;199,00;302,000000000000;345,000000000000;1677
5944;170189-2315;Male;22;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;68;910,000000000000;64;251;177;85;355;299,000000000000;690,000000000000;1014,000000000000;240,00;373,000000000000;428,000000000000;1730
759;101061-7369;Male;49;NA;1;Right hand;Fort Bliss;Regular Army;Combat Service Support;67;852,000000000000;67;254;187;84;344;302,000000000000;606,000000000000;1061,000000000000;222,00;372,000000000000;393,000000000000;1706
1560;260987-4023;Male;23;NA;1;Right hand;Fort Bliss;Regular Army;Combat Support;68;903,000000000000;65;258;173;90;371;286,000000000000;678,000000000000;1045,000000000000;243,00;374,000000000000;365,000000000000;1708
5674;121074-8341;Man;36;NA;1;Left hand;Camp Atterbury;Army Reserve;Combat Support;68;956,000000000000;67;256;178;87;341;291,000000000000;651,000000000000;1055,000000000000;250,00;386,000000000000;433,000000000000;1709
1258;290476-2949;Male;34;NA;1;Right hand;Camp Atterbury;Army Reserve;Combat Support;71;875,000000000000;54;269;193;94;351;337,000000000000;631,000000000000;956,000000000000;233,00;387,000000000000;406,000000000000;1851
5926;230189-8987;Man;22;NA;1;Right hand;Camp Atterbury;Army Reserve;Combat Service Support;74;1046,000000000000;62;273;189;87;351;296,000000000000;693,000000000000;993,000000000000;247,00;410,000000000000;422,000000000000;1840
4107;050784-7551;Male;26;NA;1;Right hand;Camp Atterbury;Army Reserve;Combat Service Support;72;859,000000000000;66;279;193;91;359;307,000000000000;606,000000000000;928,000000000000;222,00;347,000000000000;408,000000000000;1928
2228;220680-0689;Male;30;NA;1;Right hand;Camp Atterbury;Army Reserve;Combat Service Support;70;784,000000000000;61;268;197;82;329;286,000000000000;594,000000000000;910,000000000000;205,00;346,000000000000;357,000000000000;1787
